,word1,word2,word3,word4,category
7908,slow,slower,long,longer,gram3-comparative
7907,slow,slower,loud,louder,gram3-comparative
7906,slow,slower,low,lower,gram3-comparative
7905,slow,slower,new,newer,gram3-comparative
7904,slow,slower,old,older,gram3-comparative
7903,slow,slower,quick,quicker,gram3-comparative
7902,slow,slower,safe,safer,gram3-comparative
7901,slow,slower,sharp,sharper,gram3-comparative
7900,slow,slower,short,shorter,gram3-comparative
7899,slow,slower,simple,simpler,gram3-comparative
7898,small,smaller,smart,smarter,gram3-comparative
7897,small,smaller,strong,stronger,gram3-comparative
7896,small,smaller,tall,taller,gram3-comparative
7895,small,smaller,tight,tighter,gram3-comparative
7894,small,smaller,tough,tougher,gram3-comparative
7893,small,smaller,warm,warmer,gram3-comparative
7892,small,smaller,weak,weaker,gram3-comparative
7891,small,smaller,wide,wider,gram3-comparative
7890,small,smaller,young,younger,gram3-comparative
7889,small,smaller,bad,worse,gram3-comparative
7888,small,smaller,big,bigger,gram3-comparative
7887,small,smaller,bright,brighter,gram3-comparative
7886,small,smaller,cheap,cheaper,gram3-comparative
7885,small,smaller,cold,colder,gram3-comparative
7884,small,smaller,cool,cooler,gram3-comparative
7883,small,smaller,deep,deeper,gram3-comparative
7882,small,smaller,easy,easier,gram3-comparative
7881,small,smaller,fast,faster,gram3-comparative
7880,small,smaller,good,better,gram3-comparative
7879,small,smaller,great,greater,gram3-comparative
7878,small,smaller,hard,harder,gram3-comparative
7877,small,smaller,heavy,heavier,gram3-comparative
7876,small,smaller,high,higher,gram3-comparative
7875,small,smaller,hot,hotter,gram3-comparative
7874,small,smaller,large,larger,gram3-comparative
7873,small,smaller,long,longer,gram3-comparative
7872,small,smaller,loud,louder,gram3-comparative
7871,small,smaller,low,lower,gram3-comparative
7870,small,smaller,new,newer,gram3-comparative
7869,small,smaller,old,older,gram3-comparative
7868,small,smaller,quick,quicker,gram3-comparative
7867,small,smaller,safe,safer,gram3-comparative
7866,small,smaller,sharp,sharper,gram3-comparative
7865,small,smaller,short,shorter,gram3-comparative
7864,small,smaller,simple,simpler,gram3-comparative
7863,small,smaller,slow,slower,gram3-comparative
7862,smart,smarter,strong,stronger,gram3-comparative
7861,smart,smarter,tall,taller,gram3-comparative
7860,smart,smarter,tight,tighter,gram3-comparative
7859,smart,smarter,tough,tougher,gram3-comparative
7858,smart,smarter,warm,warmer,gram3-comparative
7857,smart,smarter,weak,weaker,gram3-comparative
7856,smart,smarter,wide,wider,gram3-comparative
7855,smart,smarter,young,younger,gram3-comparative
7854,smart,smarter,bad,worse,gram3-comparative
7853,smart,smarter,big,bigger,gram3-comparative
7852,smart,smarter,bright,brighter,gram3-comparative
7851,smart,smarter,cheap,cheaper,gram3-comparative
7850,smart,smarter,cold,colder,gram3-comparative
7849,smart,smarter,cool,cooler,gram3-comparative
7848,smart,smarter,deep,deeper,gram3-comparative
7847,smart,smarter,easy,easier,gram3-comparative
7846,smart,smarter,fast,faster,gram3-comparative
7845,smart,smarter,good,better,gram3-comparative
7844,smart,smarter,great,greater,gram3-comparative
7843,smart,smarter,hard,harder,gram3-comparative
7842,smart,smarter,heavy,heavier,gram3-comparative
7841,smart,smarter,high,higher,gram3-comparative
7840,smart,smarter,hot,hotter,gram3-comparative
7839,smart,smarter,large,larger,gram3-comparative
7838,smart,smarter,long,longer,gram3-comparative
7837,smart,smarter,loud,louder,gram3-comparative
7836,smart,smarter,low,lower,gram3-comparative
7835,smart,smarter,new,newer,gram3-comparative
7834,smart,smarter,old,older,gram3-comparative
7833,smart,smarter,quick,quicker,gram3-comparative
7832,smart,smarter,safe,safer,gram3-comparative
7831,smart,smarter,sharp,sharper,gram3-comparative
7830,smart,smarter,short,shorter,gram3-comparative
7829,smart,smarter,simple,simpler,gram3-comparative
7828,smart,smarter,slow,slower,gram3-comparative
7827,smart,smarter,small,smaller,gram3-comparative
7826,strong,stronger,tall,taller,gram3-comparative
7825,strong,stronger,tight,tighter,gram3-comparative
7824,strong,stronger,tough,tougher,gram3-comparative
7823,strong,stronger,warm,warmer,gram3-comparative
7822,strong,stronger,weak,weaker,gram3-comparative
7821,strong,stronger,wide,wider,gram3-comparative
7820,strong,stronger,young,younger,gram3-comparative
7819,strong,stronger,bad,worse,gram3-comparative
7818,strong,stronger,big,bigger,gram3-comparative
7817,strong,stronger,bright,brighter,gram3-comparative
7816,strong,stronger,cheap,cheaper,gram3-comparative
7815,strong,stronger,cold,colder,gram3-comparative
7814,strong,stronger,cool,cooler,gram3-comparative
7813,strong,stronger,deep,deeper,gram3-comparative
7812,strong,stronger,easy,easier,gram3-comparative
7811,strong,stronger,fast,faster,gram3-comparative
7810,strong,stronger,good,better,gram3-comparative
7809,strong,stronger,great,greater,gram3-comparative
7808,strong,stronger,hard,harder,gram3-comparative
7807,strong,stronger,heavy,heavier,gram3-comparative
7806,strong,stronger,high,higher,gram3-comparative
7805,strong,stronger,hot,hotter,gram3-comparative
7804,strong,stronger,large,larger,gram3-comparative
7803,strong,stronger,long,longer,gram3-comparative
7802,strong,stronger,loud,louder,gram3-comparative
7801,strong,stronger,low,lower,gram3-comparative
7800,strong,stronger,new,newer,gram3-comparative
7799,strong,stronger,old,older,gram3-comparative
7798,strong,stronger,quick,quicker,gram3-comparative
7797,strong,stronger,safe,safer,gram3-comparative
7796,strong,stronger,sharp,sharper,gram3-comparative
7795,strong,stronger,short,shorter,gram3-comparative
7794,strong,stronger,simple,simpler,gram3-comparative
7793,strong,stronger,slow,slower,gram3-comparative
7792,strong,stronger,small,smaller,gram3-comparative
7791,strong,stronger,smart,smarter,gram3-comparative
7790,tall,taller,tight,tighter,gram3-comparative
7789,tall,taller,tough,tougher,gram3-comparative
7788,tall,taller,warm,warmer,gram3-comparative
7787,tall,taller,weak,weaker,gram3-comparative
7786,tall,taller,wide,wider,gram3-comparative
7785,tall,taller,young,younger,gram3-comparative
7784,tall,taller,bad,worse,gram3-comparative
7783,tall,taller,big,bigger,gram3-comparative
7782,tall,taller,bright,brighter,gram3-comparative
7781,tall,taller,cheap,cheaper,gram3-comparative
7780,tall,taller,cold,colder,gram3-comparative
7779,tall,taller,cool,cooler,gram3-comparative
7778,tall,taller,deep,deeper,gram3-comparative
7777,tall,taller,easy,easier,gram3-comparative
7776,tall,taller,fast,faster,gram3-comparative
7775,tall,taller,good,better,gram3-comparative
7774,tall,taller,great,greater,gram3-comparative
7773,tall,taller,hard,harder,gram3-comparative
7772,tall,taller,heavy,heavier,gram3-comparative
7771,tall,taller,high,higher,gram3-comparative
7770,tall,taller,hot,hotter,gram3-comparative
7769,tall,taller,large,larger,gram3-comparative
7768,tall,taller,long,longer,gram3-comparative
7767,tall,taller,loud,louder,gram3-comparative
7766,tall,taller,low,lower,gram3-comparative
7765,tall,taller,new,newer,gram3-comparative
7764,tall,taller,old,older,gram3-comparative
7763,tall,taller,quick,quicker,gram3-comparative
7762,tall,taller,safe,safer,gram3-comparative
7761,tall,taller,sharp,sharper,gram3-comparative
7760,tall,taller,short,shorter,gram3-comparative
7759,tall,taller,simple,simpler,gram3-comparative
7758,tall,taller,slow,slower,gram3-comparative
7757,tall,taller,small,smaller,gram3-comparative
7756,tall,taller,smart,smarter,gram3-comparative
7755,tall,taller,strong,stronger,gram3-comparative
7754,tight,tighter,tough,tougher,gram3-comparative
7753,tight,tighter,warm,warmer,gram3-comparative
7752,tight,tighter,weak,weaker,gram3-comparative
7751,tight,tighter,wide,wider,gram3-comparative
7750,tight,tighter,young,younger,gram3-comparative
7749,tight,tighter,bad,worse,gram3-comparative
7748,tight,tighter,big,bigger,gram3-comparative
7747,tight,tighter,bright,brighter,gram3-comparative
7746,tight,tighter,cheap,cheaper,gram3-comparative
7745,tight,tighter,cold,colder,gram3-comparative
7744,tight,tighter,cool,cooler,gram3-comparative
7743,tight,tighter,deep,deeper,gram3-comparative
7742,tight,tighter,easy,easier,gram3-comparative
7741,tight,tighter,fast,faster,gram3-comparative
7740,tight,tighter,good,better,gram3-comparative
7739,tight,tighter,great,greater,gram3-comparative
7738,tight,tighter,hard,harder,gram3-comparative
7737,tight,tighter,heavy,heavier,gram3-comparative
7736,tight,tighter,high,higher,gram3-comparative
7735,tight,tighter,hot,hotter,gram3-comparative
7734,tight,tighter,large,larger,gram3-comparative
7733,tight,tighter,long,longer,gram3-comparative
7732,tight,tighter,loud,louder,gram3-comparative
7731,tight,tighter,low,lower,gram3-comparative
7730,tight,tighter,new,newer,gram3-comparative
7729,tight,tighter,old,older,gram3-comparative
7728,tight,tighter,quick,quicker,gram3-comparative
7727,tight,tighter,safe,safer,gram3-comparative
7726,tight,tighter,sharp,sharper,gram3-comparative
7725,tight,tighter,short,shorter,gram3-comparative
7724,tight,tighter,simple,simpler,gram3-comparative
7723,tight,tighter,slow,slower,gram3-comparative
7722,tight,tighter,small,smaller,gram3-comparative
7721,tight,tighter,smart,smarter,gram3-comparative
7720,tight,tighter,strong,stronger,gram3-comparative
7719,tight,tighter,tall,taller,gram3-comparative
7718,tough,tougher,warm,warmer,gram3-comparative
7717,tough,tougher,weak,weaker,gram3-comparative
7716,tough,tougher,wide,wider,gram3-comparative
7715,tough,tougher,young,younger,gram3-comparative
7714,tough,tougher,bad,worse,gram3-comparative
7713,tough,tougher,big,bigger,gram3-comparative
7712,tough,tougher,bright,brighter,gram3-comparative
7711,tough,tougher,cheap,cheaper,gram3-comparative
7710,tough,tougher,cold,colder,gram3-comparative
7709,tough,tougher,cool,cooler,gram3-comparative
7708,tough,tougher,deep,deeper,gram3-comparative
7707,tough,tougher,easy,easier,gram3-comparative
7706,tough,tougher,fast,faster,gram3-comparative
7705,tough,tougher,good,better,gram3-comparative
7704,tough,tougher,great,greater,gram3-comparative
7703,tough,tougher,hard,harder,gram3-comparative
7702,tough,tougher,heavy,heavier,gram3-comparative
7701,tough,tougher,high,higher,gram3-comparative
7700,tough,tougher,hot,hotter,gram3-comparative
7699,tough,tougher,large,larger,gram3-comparative
7698,tough,tougher,long,longer,gram3-comparative
7697,tough,tougher,loud,louder,gram3-comparative
7696,tough,tougher,low,lower,gram3-comparative
7695,tough,tougher,new,newer,gram3-comparative
7694,tough,tougher,old,older,gram3-comparative
7693,tough,tougher,quick,quicker,gram3-comparative
7692,tough,tougher,safe,safer,gram3-comparative
7691,tough,tougher,sharp,sharper,gram3-comparative
7690,tough,tougher,short,shorter,gram3-comparative
7689,tough,tougher,simple,simpler,gram3-comparative
7688,tough,tougher,slow,slower,gram3-comparative
7687,tough,tougher,small,smaller,gram3-comparative
7686,tough,tougher,smart,smarter,gram3-comparative
7685,tough,tougher,strong,stronger,gram3-comparative
7684,tough,tougher,tall,taller,gram3-comparative
7683,tough,tougher,tight,tighter,gram3-comparative
7682,warm,warmer,weak,weaker,gram3-comparative
7681,warm,warmer,wide,wider,gram3-comparative
7680,warm,warmer,young,younger,gram3-comparative
7679,warm,warmer,bad,worse,gram3-comparative
7678,warm,warmer,big,bigger,gram3-comparative
7677,warm,warmer,bright,brighter,gram3-comparative
7676,warm,warmer,cheap,cheaper,gram3-comparative
7675,warm,warmer,cold,colder,gram3-comparative
7674,warm,warmer,cool,cooler,gram3-comparative
7673,warm,warmer,deep,deeper,gram3-comparative
7672,warm,warmer,easy,easier,gram3-comparative
7671,warm,warmer,fast,faster,gram3-comparative
7670,warm,warmer,good,better,gram3-comparative
7669,warm,warmer,great,greater,gram3-comparative
7668,warm,warmer,hard,harder,gram3-comparative
7667,warm,warmer,heavy,heavier,gram3-comparative
7666,warm,warmer,high,higher,gram3-comparative
7665,warm,warmer,hot,hotter,gram3-comparative
7664,warm,warmer,large,larger,gram3-comparative
7663,warm,warmer,long,longer,gram3-comparative
7662,warm,warmer,loud,louder,gram3-comparative
7661,warm,warmer,low,lower,gram3-comparative
7660,warm,warmer,new,newer,gram3-comparative
7659,warm,warmer,old,older,gram3-comparative
7658,warm,warmer,quick,quicker,gram3-comparative
7657,warm,warmer,safe,safer,gram3-comparative
7656,warm,warmer,sharp,sharper,gram3-comparative
7655,warm,warmer,short,shorter,gram3-comparative
7654,warm,warmer,simple,simpler,gram3-comparative
7653,warm,warmer,slow,slower,gram3-comparative
7652,warm,warmer,small,smaller,gram3-comparative
7651,warm,warmer,smart,smarter,gram3-comparative
7650,warm,warmer,strong,stronger,gram3-comparative
7649,warm,warmer,tall,taller,gram3-comparative
7648,warm,warmer,tight,tighter,gram3-comparative
7647,warm,warmer,tough,tougher,gram3-comparative
7646,weak,weaker,wide,wider,gram3-comparative
7645,weak,weaker,young,younger,gram3-comparative
7644,weak,weaker,bad,worse,gram3-comparative
7643,weak,weaker,big,bigger,gram3-comparative
7642,weak,weaker,bright,brighter,gram3-comparative
7641,weak,weaker,cheap,cheaper,gram3-comparative
7640,weak,weaker,cold,colder,gram3-comparative
7639,weak,weaker,cool,cooler,gram3-comparative
7638,weak,weaker,deep,deeper,gram3-comparative
7637,weak,weaker,easy,easier,gram3-comparative
7636,weak,weaker,fast,faster,gram3-comparative
7635,weak,weaker,good,better,gram3-comparative
7634,weak,weaker,great,greater,gram3-comparative
7633,weak,weaker,hard,harder,gram3-comparative
7632,weak,weaker,heavy,heavier,gram3-comparative
7631,weak,weaker,high,higher,gram3-comparative
7630,weak,weaker,hot,hotter,gram3-comparative
7629,weak,weaker,large,larger,gram3-comparative
7628,weak,weaker,long,longer,gram3-comparative
7627,weak,weaker,loud,louder,gram3-comparative
7626,weak,weaker,low,lower,gram3-comparative
7625,weak,weaker,new,newer,gram3-comparative
7624,weak,weaker,old,older,gram3-comparative
7623,weak,weaker,quick,quicker,gram3-comparative
7622,weak,weaker,safe,safer,gram3-comparative
7621,weak,weaker,sharp,sharper,gram3-comparative
7620,weak,weaker,short,shorter,gram3-comparative
7619,weak,weaker,simple,simpler,gram3-comparative
7618,weak,weaker,slow,slower,gram3-comparative
7617,weak,weaker,small,smaller,gram3-comparative
7616,weak,weaker,smart,smarter,gram3-comparative
7615,weak,weaker,strong,stronger,gram3-comparative
7614,weak,weaker,tall,taller,gram3-comparative
7613,weak,weaker,tight,tighter,gram3-comparative
7612,weak,weaker,tough,tougher,gram3-comparative
7611,weak,weaker,warm,warmer,gram3-comparative
7610,wide,wider,young,younger,gram3-comparative
7609,wide,wider,bad,worse,gram3-comparative
7608,wide,wider,big,bigger,gram3-comparative
7607,wide,wider,bright,brighter,gram3-comparative
7606,wide,wider,cheap,cheaper,gram3-comparative
7605,wide,wider,cold,colder,gram3-comparative
7604,wide,wider,cool,cooler,gram3-comparative
7603,wide,wider,deep,deeper,gram3-comparative
7602,wide,wider,easy,easier,gram3-comparative
7601,wide,wider,fast,faster,gram3-comparative
7600,wide,wider,good,better,gram3-comparative
7599,wide,wider,great,greater,gram3-comparative
7598,wide,wider,hard,harder,gram3-comparative
7597,wide,wider,heavy,heavier,gram3-comparative
7596,wide,wider,high,higher,gram3-comparative
7595,wide,wider,hot,hotter,gram3-comparative
7594,wide,wider,large,larger,gram3-comparative
7593,wide,wider,long,longer,gram3-comparative
7592,wide,wider,loud,louder,gram3-comparative
7591,wide,wider,low,lower,gram3-comparative
7590,wide,wider,new,newer,gram3-comparative
7589,wide,wider,old,older,gram3-comparative
7588,wide,wider,quick,quicker,gram3-comparative
7587,wide,wider,safe,safer,gram3-comparative
7586,wide,wider,sharp,sharper,gram3-comparative
7585,wide,wider,short,shorter,gram3-comparative
7584,wide,wider,simple,simpler,gram3-comparative
7583,wide,wider,slow,slower,gram3-comparative
7582,wide,wider,small,smaller,gram3-comparative
7581,wide,wider,smart,smarter,gram3-comparative
7580,wide,wider,strong,stronger,gram3-comparative
7579,wide,wider,tall,taller,gram3-comparative
7578,wide,wider,tight,tighter,gram3-comparative
7577,wide,wider,tough,tougher,gram3-comparative
7576,wide,wider,warm,warmer,gram3-comparative
7575,wide,wider,weak,weaker,gram3-comparative
7574,young,younger,bad,worse,gram3-comparative
7573,young,younger,big,bigger,gram3-comparative
7572,young,younger,bright,brighter,gram3-comparative
7571,young,younger,cheap,cheaper,gram3-comparative
7570,young,younger,cold,colder,gram3-comparative
7569,young,younger,cool,cooler,gram3-comparative
7568,young,younger,deep,deeper,gram3-comparative
7567,young,younger,easy,easier,gram3-comparative
7566,young,younger,fast,faster,gram3-comparative
7565,young,younger,good,better,gram3-comparative
7564,young,younger,great,greater,gram3-comparative
7563,young,younger,hard,harder,gram3-comparative
7562,young,younger,heavy,heavier,gram3-comparative
7561,young,younger,high,higher,gram3-comparative
7560,young,younger,hot,hotter,gram3-comparative
7559,young,younger,large,larger,gram3-comparative
7558,young,younger,long,longer,gram3-comparative
7557,young,younger,loud,louder,gram3-comparative
7556,young,younger,low,lower,gram3-comparative
7555,young,younger,new,newer,gram3-comparative
7554,young,younger,old,older,gram3-comparative
7553,young,younger,quick,quicker,gram3-comparative
7552,young,younger,safe,safer,gram3-comparative
7551,young,younger,sharp,sharper,gram3-comparative
7550,young,younger,short,shorter,gram3-comparative
7549,young,younger,simple,simpler,gram3-comparative
7548,young,younger,slow,slower,gram3-comparative
7547,young,younger,small,smaller,gram3-comparative
7546,young,younger,smart,smarter,gram3-comparative
7545,young,younger,strong,stronger,gram3-comparative
7544,young,younger,tall,taller,gram3-comparative
7543,young,younger,tight,tighter,gram3-comparative
7542,young,younger,tough,tougher,gram3-comparative
7541,young,younger,warm,warmer,gram3-comparative
7540,young,younger,weak,weaker,gram3-comparative
7539,young,younger,wide,wider,gram3-comparative
7538,bad,worst,big,biggest,gram4-superlative
7537,bad,worst,bright,brightest,gram4-superlative
7536,bad,worst,cold,coldest,gram4-superlative
7535,bad,worst,cool,coolest,gram4-superlative
7534,bad,worst,dark,darkest,gram4-superlative
7533,bad,worst,easy,easiest,gram4-superlative
7532,bad,worst,fast,fastest,gram4-superlative
7531,bad,worst,good,best,gram4-superlative
7530,bad,worst,great,greatest,gram4-superlative
7529,bad,worst,high,highest,gram4-superlative
7528,bad,worst,hot,hottest,gram4-superlative
7527,bad,worst,large,largest,gram4-superlative
7526,bad,worst,long,longest,gram4-superlative
7525,bad,worst,low,lowest,gram4-superlative
7524,bad,worst,lucky,luckiest,gram4-superlative
7523,bad,worst,old,oldest,gram4-superlative
7522,bad,worst,quick,quickest,gram4-superlative
7521,bad,worst,sharp,sharpest,gram4-superlative
7520,bad,worst,simple,simplest,gram4-superlative
7519,bad,worst,short,shortest,gram4-superlative
7518,bad,worst,slow,slowest,gram4-superlative
7517,bad,worst,small,smallest,gram4-superlative
7516,bad,worst,smart,smartest,gram4-superlative
7515,bad,worst,strange,strangest,gram4-superlative
7514,bad,worst,strong,strongest,gram4-superlative
7513,bad,worst,sweet,sweetest,gram4-superlative
7512,bad,worst,tall,tallest,gram4-superlative
7511,bad,worst,tasty,tastiest,gram4-superlative
7510,bad,worst,warm,warmest,gram4-superlative
7509,bad,worst,weak,weakest,gram4-superlative
7508,bad,worst,weird,weirdest,gram4-superlative
7507,bad,worst,wide,widest,gram4-superlative
7506,bad,worst,young,youngest,gram4-superlative
7505,big,biggest,bright,brightest,gram4-superlative
7504,big,biggest,cold,coldest,gram4-superlative
7503,big,biggest,cool,coolest,gram4-superlative
7502,big,biggest,dark,darkest,gram4-superlative
7501,big,biggest,easy,easiest,gram4-superlative
7500,big,biggest,fast,fastest,gram4-superlative
7499,big,biggest,good,best,gram4-superlative
7498,big,biggest,great,greatest,gram4-superlative
7497,big,biggest,high,highest,gram4-superlative
7496,big,biggest,hot,hottest,gram4-superlative
7495,big,biggest,large,largest,gram4-superlative
7494,big,biggest,long,longest,gram4-superlative
7493,big,biggest,low,lowest,gram4-superlative
7492,big,biggest,lucky,luckiest,gram4-superlative
7491,big,biggest,old,oldest,gram4-superlative
7490,big,biggest,quick,quickest,gram4-superlative
7489,big,biggest,sharp,sharpest,gram4-superlative
7488,big,biggest,simple,simplest,gram4-superlative
7487,big,biggest,short,shortest,gram4-superlative
7486,big,biggest,slow,slowest,gram4-superlative
7485,big,biggest,small,smallest,gram4-superlative
7484,big,biggest,smart,smartest,gram4-superlative
7483,big,biggest,strange,strangest,gram4-superlative
7482,big,biggest,strong,strongest,gram4-superlative
7481,big,biggest,sweet,sweetest,gram4-superlative
7480,big,biggest,tall,tallest,gram4-superlative
7479,big,biggest,tasty,tastiest,gram4-superlative
7478,big,biggest,warm,warmest,gram4-superlative
7477,big,biggest,weak,weakest,gram4-superlative
7476,big,biggest,weird,weirdest,gram4-superlative
7475,big,biggest,wide,widest,gram4-superlative
7474,big,biggest,young,youngest,gram4-superlative
7473,big,biggest,bad,worst,gram4-superlative
7472,bright,brightest,cold,coldest,gram4-superlative
7471,bright,brightest,cool,coolest,gram4-superlative
7470,bright,brightest,dark,darkest,gram4-superlative
7469,bright,brightest,easy,easiest,gram4-superlative
7468,bright,brightest,fast,fastest,gram4-superlative
7467,bright,brightest,good,best,gram4-superlative
7466,bright,brightest,great,greatest,gram4-superlative
7465,bright,brightest,high,highest,gram4-superlative
7464,bright,brightest,hot,hottest,gram4-superlative
7463,bright,brightest,large,largest,gram4-superlative
7462,bright,brightest,long,longest,gram4-superlative
7461,bright,brightest,low,lowest,gram4-superlative
7460,bright,brightest,lucky,luckiest,gram4-superlative
7459,bright,brightest,old,oldest,gram4-superlative
7458,bright,brightest,quick,quickest,gram4-superlative
7457,bright,brightest,sharp,sharpest,gram4-superlative
7456,bright,brightest,simple,simplest,gram4-superlative
7455,bright,brightest,short,shortest,gram4-superlative
7454,bright,brightest,slow,slowest,gram4-superlative
7453,bright,brightest,small,smallest,gram4-superlative
7452,bright,brightest,smart,smartest,gram4-superlative
7451,bright,brightest,strange,strangest,gram4-superlative
7450,bright,brightest,strong,strongest,gram4-superlative
7449,bright,brightest,sweet,sweetest,gram4-superlative
7448,bright,brightest,tall,tallest,gram4-superlative
7447,bright,brightest,tasty,tastiest,gram4-superlative
7446,bright,brightest,warm,warmest,gram4-superlative
7445,bright,brightest,weak,weakest,gram4-superlative
7444,bright,brightest,weird,weirdest,gram4-superlative
7443,bright,brightest,wide,widest,gram4-superlative
7442,bright,brightest,young,youngest,gram4-superlative
7441,bright,brightest,bad,worst,gram4-superlative
7440,bright,brightest,big,biggest,gram4-superlative
7439,cold,coldest,cool,coolest,gram4-superlative
7438,cold,coldest,dark,darkest,gram4-superlative
7437,cold,coldest,easy,easiest,gram4-superlative
7436,cold,coldest,fast,fastest,gram4-superlative
7435,cold,coldest,good,best,gram4-superlative
7434,cold,coldest,great,greatest,gram4-superlative
7433,cold,coldest,high,highest,gram4-superlative
7432,cold,coldest,hot,hottest,gram4-superlative
7431,cold,coldest,large,largest,gram4-superlative
7430,cold,coldest,long,longest,gram4-superlative
7429,cold,coldest,low,lowest,gram4-superlative
7428,cold,coldest,lucky,luckiest,gram4-superlative
7427,cold,coldest,old,oldest,gram4-superlative
7426,cold,coldest,quick,quickest,gram4-superlative
7425,cold,coldest,sharp,sharpest,gram4-superlative
7424,cold,coldest,simple,simplest,gram4-superlative
7423,cold,coldest,short,shortest,gram4-superlative
7422,cold,coldest,slow,slowest,gram4-superlative
7421,cold,coldest,small,smallest,gram4-superlative
7420,cold,coldest,smart,smartest,gram4-superlative
7419,cold,coldest,strange,strangest,gram4-superlative
7418,cold,coldest,strong,strongest,gram4-superlative
7417,cold,coldest,sweet,sweetest,gram4-superlative
7416,cold,coldest,tall,tallest,gram4-superlative
7415,cold,coldest,tasty,tastiest,gram4-superlative
7414,cold,coldest,warm,warmest,gram4-superlative
7413,cold,coldest,weak,weakest,gram4-superlative
7412,cold,coldest,weird,weirdest,gram4-superlative
7411,cold,coldest,wide,widest,gram4-superlative
7410,cold,coldest,young,youngest,gram4-superlative
7409,cold,coldest,bad,worst,gram4-superlative
7408,cold,coldest,big,biggest,gram4-superlative
7407,cold,coldest,bright,brightest,gram4-superlative
7406,cool,coolest,dark,darkest,gram4-superlative
7405,cool,coolest,easy,easiest,gram4-superlative
7404,cool,coolest,fast,fastest,gram4-superlative
7403,cool,coolest,good,best,gram4-superlative
7402,cool,coolest,great,greatest,gram4-superlative
7401,cool,coolest,high,highest,gram4-superlative
7400,cool,coolest,hot,hottest,gram4-superlative
7399,cool,coolest,large,largest,gram4-superlative
7398,cool,coolest,long,longest,gram4-superlative
7397,cool,coolest,low,lowest,gram4-superlative
7396,cool,coolest,lucky,luckiest,gram4-superlative
7395,cool,coolest,old,oldest,gram4-superlative
7394,cool,coolest,quick,quickest,gram4-superlative
7393,cool,coolest,sharp,sharpest,gram4-superlative
7392,cool,coolest,simple,simplest,gram4-superlative
7391,cool,coolest,short,shortest,gram4-superlative
7390,cool,coolest,slow,slowest,gram4-superlative
7389,cool,coolest,small,smallest,gram4-superlative
7388,cool,coolest,smart,smartest,gram4-superlative
7387,cool,coolest,strange,strangest,gram4-superlative
7386,cool,coolest,strong,strongest,gram4-superlative
7385,cool,coolest,sweet,sweetest,gram4-superlative
7384,cool,coolest,tall,tallest,gram4-superlative
7383,cool,coolest,tasty,tastiest,gram4-superlative
7382,cool,coolest,warm,warmest,gram4-superlative
7381,cool,coolest,weak,weakest,gram4-superlative
7380,cool,coolest,weird,weirdest,gram4-superlative
7379,cool,coolest,wide,widest,gram4-superlative
7378,cool,coolest,young,youngest,gram4-superlative
7377,cool,coolest,bad,worst,gram4-superlative
7376,cool,coolest,big,biggest,gram4-superlative
7375,cool,coolest,bright,brightest,gram4-superlative
7374,cool,coolest,cold,coldest,gram4-superlative
7373,dark,darkest,easy,easiest,gram4-superlative
7372,dark,darkest,fast,fastest,gram4-superlative
7371,dark,darkest,good,best,gram4-superlative
7370,dark,darkest,great,greatest,gram4-superlative
7369,dark,darkest,high,highest,gram4-superlative
7368,dark,darkest,hot,hottest,gram4-superlative
7367,dark,darkest,large,largest,gram4-superlative
7366,dark,darkest,long,longest,gram4-superlative
7365,dark,darkest,low,lowest,gram4-superlative
7364,dark,darkest,lucky,luckiest,gram4-superlative
7363,dark,darkest,old,oldest,gram4-superlative
7362,dark,darkest,quick,quickest,gram4-superlative
7361,dark,darkest,sharp,sharpest,gram4-superlative
7360,dark,darkest,simple,simplest,gram4-superlative
7359,dark,darkest,short,shortest,gram4-superlative
7358,dark,darkest,slow,slowest,gram4-superlative
7357,dark,darkest,small,smallest,gram4-superlative
7356,dark,darkest,smart,smartest,gram4-superlative
7355,dark,darkest,strange,strangest,gram4-superlative
7354,dark,darkest,strong,strongest,gram4-superlative
7353,dark,darkest,sweet,sweetest,gram4-superlative
7352,dark,darkest,tall,tallest,gram4-superlative
7351,dark,darkest,tasty,tastiest,gram4-superlative
7350,dark,darkest,warm,warmest,gram4-superlative
7349,dark,darkest,weak,weakest,gram4-superlative
7348,dark,darkest,weird,weirdest,gram4-superlative
7347,dark,darkest,wide,widest,gram4-superlative
7346,dark,darkest,young,youngest,gram4-superlative
7345,dark,darkest,bad,worst,gram4-superlative
7344,dark,darkest,big,biggest,gram4-superlative
7343,dark,darkest,bright,brightest,gram4-superlative
7342,dark,darkest,cold,coldest,gram4-superlative
7341,dark,darkest,cool,coolest,gram4-superlative
7340,easy,easiest,fast,fastest,gram4-superlative
7339,easy,easiest,good,best,gram4-superlative
7338,easy,easiest,great,greatest,gram4-superlative
7337,easy,easiest,high,highest,gram4-superlative
7336,easy,easiest,hot,hottest,gram4-superlative
7335,easy,easiest,large,largest,gram4-superlative
7334,easy,easiest,long,longest,gram4-superlative
7333,easy,easiest,low,lowest,gram4-superlative
7332,easy,easiest,lucky,luckiest,gram4-superlative
7331,easy,easiest,old,oldest,gram4-superlative
7330,easy,easiest,quick,quickest,gram4-superlative
7329,easy,easiest,sharp,sharpest,gram4-superlative
7328,easy,easiest,simple,simplest,gram4-superlative
7327,easy,easiest,short,shortest,gram4-superlative
7326,easy,easiest,slow,slowest,gram4-superlative
